"short-pre-event-section: Reduced loads on transformers, lines and other assets (load reduction)",short-pre-event-section: Implemented line switching/rearrangement,short-pre-event-section: Activated GIC blocking devices for vulnerable transformers,"short-pre-event-section: Network reconfiguration to take certain vulnerable transformers, lines and other assets offline","short-pre-event-section: Network reconfiguration to bring more transformers, lines and other assets online",short-pre-event-section: Increased reactive power reserves,short-pre-event-section: Brought more generation capacity online (if available within your network),short-pre-event-section: Ceased power transfers to other networks,short-pre-event-section: Canceled routine maintenance of network to bring more assets online,short-pre-event-section: Canceled routine maintenance of network to free up maintenance teams,short-pre-event-section: Placed staff teams on alert to implement existing preparation plans,short-pre-event-section: Canceled employee time off,"short-pre-event-section: Increased staff situational awareness of the incoming space weather event (e.g., enhanced monitoring of products available from space weather forecasters)","short-pre-event-section: If you carried out options not listed here, please report them in the box below","during-event-section: Reduced loads on transformers, lines and other assets (load reduction)",during-event-section: Implemented line switching/rearrangement,during-event-section: Activated GIC blocking devices for vulnerable transformers,"during-event-section: Network reconfiguration to take certain vulnerable transformers, lines and other assets offline","during-event-section: Network reconfiguration to bring more transformers, lines and other assets online",during-event-section: Increased reactive power reserves,during-event-section: Brought more generation capacity online (if available within your network),during-event-section: Ceased power transfers to other networks,during-event-section: Canceled routine maintenance of network to bring more assets online,during-event-section: Canceled routine maintenance of network to free up maintenance teams,during-event-section: Placed staff teams on alert to implement existing preparation plans,during-event-section: Canceled employee time off,"during-event-section: Increased staff situational awareness of the incoming space weather event (e.g., enhanced monitoring of products available from space weather forecasters)","during-event-section: If you carried out options not listed here, please report them in the box below",post-event-section: Assessed dissolved gas levels in exposed assets,post-event-section: Investigated unusual observations/conditions of exposed assets,post-event-section: Removed Extra-High-Voltage (EHV) transformers from service for inspection of potential degradation,post-event-section: Placed an order for new apparatus to replace exposed Extra-High-Voltage (EHV) transformers,post-event-section: Liaised with other operators to share data,post-event-section: Liaised with other operators to share experiences,post-event-section: Revised preparation plans for future events,post-event-section: Undertaken new modeling and simulation activities,"post-event-section: If you carried out options not listed here, please report them in the box below",incident-event-section: Interruption of power supply to customers,incident-event-section: Power apparatus/asset failure,incident-event-section: Anomalous protection relay tripping,"incident-event-section: Overloading, or over temperature, alarms triggered",incident-event-section: Temporary loss of satellite communication links,"incident-event-section: If any impacts are not listed here, please report them in the box below",survey-section: How many employees does your organization have?,survey-section: How many customers does your organization have?,"survey-section: Approximately, how many Megawatt-Hours (MWh) does your organization sell/transfer per year?","survey-section: Approximately, what is your peak load in Megawatt (MW)?",survey-section: What is the highest AC voltage in your system?,survey-section: Which region do you operate in?,"long-pre-event-section: If you carried out options not listed here, please report them in the box below",post-event-section: Physically replaced exposed assets with new components (<$10k in value).,post-event-section: Physically replaced exposed assets with new components ($10-100k in value).,post-event-section: Physically replaced exposed assets with new components ($100k-$1m in value).,post-event-section: Physically replaced exposed assets with new components (>$1m in value).,survey-section: Which category approximately represents the geomagnetic latitude band of your network?,long-pre-event-section: Modeling and simulation activities to understand the impacts of GICs on your network,long-pre-event-section: Studied operating procedures for handling extreme voltage fluctuation,long-pre-event-section: Reviewed manufacturer simulations for transformer heating from GICs,long-pre-event-section: Implemented extra cooling systems to prevent transformer heating/overheating due to GICs,long-pre-event-section: Re-adjusted the negative-sequence-current protection due to higher-than-normal harmonics,"long-pre-event-section: Ensured smaller structures are adequately rated (e.g., capacitors, convertors etc.)","long-pre-event-section: Adjusted protection systems (e.g., transformer relays) to deal with excessive harmonics",long-pre-event-section: Developed an inventory of assets which could be damaged by GICs,long-pre-event-section: Purchased backup assets for those components which could be damaged by GICs,long-pre-event-section: Prepared for how to replace a transformer potentially damaged by GICs,"long-pre-event-section: Reviewed the type, condition and locations of standby spare transformers",long-pre-event-section: Used past data to understand reactive demand placed on transformers by GICs,long-pre-event-section: Practiced ‘blackstart’ procedures in case of an outage,response_id,sector_id
1,1,0,1,1,1,1,0,1,1,1,0,1,,1,1,0,1,1,1,0,0,1,1,1,0,0,,0,1,0,0,1,1,1,1,Although current levels were elevated 113A after switching mitigation (210A prior) they were not at a limit or meet the criteria for DGA or other post event testing,0,0,0,0,0,Lost a transformer for the November 2001 event,250-1000,1-25million,25-50million,1000-10000,lt300kV,East Asia and Pacific,"Note some of the preparation options noted above such as spare transformers, blackstart practice, are also undertaken as part of normal preparation and planning  for other natural and system disaster events not just or related to Geomagnetic storms.
We have no magnetometers of our own but rely on Government funded and operated ones (1+5) to input to our control centres along with 80 GIC sensors of our own on our own transformers",0,0,0,0,"Mid geomagnetic latitudes, northern hemisphere (New York, London, Berlin)",,,,,,,,,,,,,,3,1
0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,0,0,,0,0,0,0,0,,250-1000,lt1million,lt25million,1000-10000,300-500kV,East Asia and Pacific,,0,0,0,0,"Mid geomagnetic latitudes, southern hemisphere (Melbourne, Auckland)",1,0,1,0,0,0,0,0,0,0,0,1,1,8,1
0,0,0,0,0,0,0,0,0,0,1,0,1,"Review of planned outages was performed
Transformer cooling was reviewed.
Incident Management Team was briefed.",0,0,0,0,0,0,0,0,0,0,0,0,0,No triggers were met from modelling software of monitoring devices.,0,0,0,0,1,1,1,0,Requested better scale from NoAA and BOM. G scale is not reflective of network impact.,0,0,0,0,0,,1000-5000,1-25million,gt100million,1000-10000,300-500kV,East Asia and Pacific,"Government weather provider has provided live modelling of network from GIC
Automatic load shedding from transformer overload
Two DC neutral current monitoring devices",0,0,0,0,"Mid geomagnetic latitudes, southern hemisphere (Melbourne, Auckland)",0,0,0,1,0,0,0,0,0,1,1,0,1,9,1
0,0,1,0,0,0,0,0,0,0,0,0,1,The GIC blocking device automatically turns itself on when GIC exceeds a set value,0,0,1,0,0,0,0,0,0,0,1,0,1,Levels of GIC from our EPRI Sunburst devices are monitored,0,1,0,0,1,1,1,1,,0,0,0,0,0,,gt10000,1-25million,,25000-50000,300-500kV,North America,"Installed >25 GIC monitors under the EPRI Sunburst program
Installed a neutral blocker as a research project
Had a consultant provide heating and VAR responses to GIC for all models of 500kV transformer in our system",0,0,0,0,"Lower geomagnetic latitudes, northern hemisphere (Los Angeles, Madrid, Baku)",1,1,1,0,0,1,1,0,0,1,1,0,1,10,1
0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,1,1,1,1,,0,0,0,0,0,,lt250,1-25million,lt25million,1000-10000,300-500kV,East Asia and Pacific,,0,0,0,0,"Mid geomagnetic latitudes, southern hemisphere (Melbourne, Auckland)",1,1,0,0,0,0,1,1,0,0,0,0,1,11,1
0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,,0,0,1,0,0,,1000-5000,lt1million,gt100million,1000-10000,300-500kV,North America,,0,0,0,0,"Mid geomagnetic latitudes, northern hemisphere (New York, London, Berlin)",1,0,1,0,0,0,1,0,0,0,1,0,1,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,1,1,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,0,,0,0,1,0,0,Trip of one transformer ,1000-5000,1-25million,gt100million,25000-50000,300-500kV,Europe and Central Asia,Performed GIC live test on two power transformers connected to the power grid,0,0,0,0,"Higher geomagnetic latitudes, northern hemisphere (Anchorage, Reykjavik, Stockholm)",1,1,1,0,0,1,0,0,0,1,1,1,0,14,1
1,0,0,0,1,1,1,1,1,0,1,0,1,"We have added and in the process of adding more GIC current monitors for situational awareness. PMU data (reactive power, voltage) is also reviewed for situational awareness. NRCAN data is reviewed to get local geoelectric field information and correlate with GIC monitoring data. ",0,0,0,0,0,0,0,0,0,0,0,0,1,Reactive reserves were monitored but not increased.,0,1,0,0,1,1,0,1,Model benchmarking was attempted to match against GIC measurements. This was difficult as the angle of the field is not known accurately.,0,0,0,0,0,,1000-5000,1-25million,50-100million,1000-10000,gt500kV,North America,We've initiated R&D in terms of GMD forecasting including locally enhanced GMD events.,0,0,0,0,"Higher geomagnetic latitudes, northern hemisphere (Anchorage, Reykjavik, Stockholm)",1,1,1,0,0,1,0,1,0,1,1,1,1,15,1
0,0,0,0,0,1,0,0,1,0,1,0,1,,0,0,0,0,0,1,0,0,1,0,1,0,1,,1,1,0,0,0,1,0,1,,0,0,1,0,0,,1000-5000,1-25million,,25000-50000,300-500kV,Europe and Central Asia,We have performed primary tests on som new transformers. DC-currents up to 250A where injectet in the neutral of two live parallell connected transformers. The transformers was from factory equipped with a lot of extra sensors to investigate the internal conditions. ,0,0,0,0,"Higher geomagnetic latitudes, northern hemisphere (Anchorage, Reykjavik, Stockholm)",1,1,1,0,0,0,0,0,1,0,1,1,1,16,1
